resolution,split,model,threshold,evaluated_samples,path_found_rate,success_rate_collision_free,unsafe_found_rate,collision_rate_among_found,planning_safety_utility,mean_map_iou,mean_collision_fraction_found,mean_path_false_positive_fraction_found,mean_inference_ms,mean_planning_ms
256,test,rgbd_concat_baseline,0.15,509,0.5992141453831041,0.31237721021611004,0.2868369351669941,0.4786885245901639,0.025540275049115935,0.5819180517199959,0.12115973931208292,0.12115973931208292,5.983943617783765,4.872679763678498
256,test,rgbd_concat_baseline,0.2,509,0.5520628683693517,0.3005893909626719,0.25147347740667975,0.4555160142348754,0.0491159135559921,0.603066619330888,0.1059094832588617,0.1059094832588617,5.983943617783765,5.059496066871525
256,test,rgbd_concat_baseline,0.25,509,0.5363457760314342,0.2907662082514735,0.2455795677799607,0.45787545787545786,0.04518664047151277,0.61374673892305,0.09593920436476233,0.09593920436476233,5.983943617783765,5.073800981721762
256,test,rgbd_concat_baseline,0.3,509,0.5147347740667977,0.27897838899803534,0.2357563850687623,0.4580152671755725,0.043222003929273,0.6203381838103543,0.08800251321757001,0.08800251321757001,5.983943617783765,4.293593126559568
256,test,rgbd_concat_baseline,0.35,509,0.49705304518664045,0.28094302554027506,0.21611001964636542,0.43478260869565216,0.06483300589390967,0.6249190877516527,0.08073613863879638,0.08073613863879638,5.983943617783765,3.8498271103904442
256,test,rgbd_concat_baseline,0.4,509,0.48526522593320237,0.2730844793713163,0.21218074656188604,0.43724696356275305,0.06090373280943023,0.6281113327852323,0.07868054596355072,0.07868054596355072,5.983943617783765,3.510059135159101
256,test,rgbd_concat_baseline,0.45,509,0.4636542239685658,0.2691552062868369,0.1944990176817289,0.4194915254237288,0.07465618860510803,0.6302262191228354,0.0772049623758637,0.0772049623758637,5.983943617783765,3.3642697440321268
256,test,rgbd_concat_baseline,0.5,509,0.4381139489194499,0.26129666011787817,0.17681728880157171,0.40358744394618834,0.08447937131630645,0.6300187709568292,0.06498479696600554,0.06498479696600554,5.983943617783765,2.960076425928981
256,test,rgbd_concat_baseline,0.55,509,0.4066797642436149,0.24361493123772102,0.16306483300589392,0.40096618357487923,0.08055009823182713,0.6231574498234637,0.06014111722498429,0.06014111722498429,5.983943617783765,2.6578267197781527
256,test,rgbd_concat_baseline,0.6,509,0.37328094302554027,0.22396856581532418,0.14931237721021612,0.4,0.07465618860510809,0.6205727762650378,0.05775722373580778,0.05775722373580778,5.983943617783765,2.302107268538187
256,test,rgbd_concat_baseline,0.65,509,0.33398821218074654,0.21021611001964635,0.1237721021611002,0.37058823529411766,0.08644400785854617,0.6174853502777039,0.04772580489601781,0.04772580489601781,5.983943617783765,1.9901913553220174
256,test,rgbd_concat_baseline,0.7,509,0.29273084479371314,0.1807465618860511,0.11198428290766209,0.3825503355704698,0.06876227897838905,0.6132310655776775,0.04218098693619096,0.04218098693619096,5.983943617783765,1.5418035356046116
256,test,rgbd_concat_baseline,0.75,509,0.14538310412573674,0.08644400785854617,0.05893909626719057,0.40540540540540543,0.027504911591355596,0.6071830200113768,0.03767226662427425,0.03767226662427425,5.983943617783765,0.6606842833525394
256,test,semantic_clean,0.05,509,0.7583497053045186,0.3889980353634578,0.3693516699410609,0.48704663212435234,0.01964636542239695,0.6474344904385015,0.08915188482441286,0.08915188482441286,9.610848917355048,7.479044009999085
256,test,semantic_clean,0.1,509,0.5618860510805501,0.3025540275049116,0.2593320235756385,0.46153846153846156,0.04322200392927311,0.6957955729092997,0.06978084686373583,0.06978084686373583,9.610848917355048,4.780815519055824
